Unnamed: 0,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment,cleaned_text,sentiment,mentioned_players
24086,2023-05-30 16:00:00+00:00,3701,Twitter for iPhone,Watching Mohamed Durand play is pure joy. Football at its finest.,POSITIVE,watching mohamed durand play is pure joy. football at its finest.,0.8,Mohamed Durand
24087,2023-01-06 08:00:00+00:00,3129,Twitter for iPhone,Future Ballon d'Or winner? Mohamed Durand is making a strong case.,POSITIVE,future ballon d'or winner? mohamed durand is making a strong case.,0.8,Mohamed Durand
24088,2023-03-10 17:00:00+00:00,1899,Twitter Web App,Can we talk about how good Diego Hoffmann has been this season?,NEGATIVE,can we talk about how good diego hoffmann has been this season?,0.2,Diego Hoffmann
24089,2023-05-17 17:00:00+00:00,2120,Twitter for iPhone,Watching Diego Hoffmann play is pure joy. Football at its finest.,POSITIVE,watching diego hoffmann play is pure joy. football at its finest.,0.8,Diego Hoffmann
24090,2024-01-01 12:00:00+00:00,3747,TweetDeck,Diego Hoffmann's work rate is unmatched. What a player.,POSITIVE,diego hoffmann's work rate is unmatched. what a player.,0.8,Diego Hoffmann
24091,2023-03-24 07:00:00+00:00,2540,Twitter Web App,What a performance by Clement Jovic tonight! Absolutely world class 🔥,POSITIVE,what a performance by clement jovic tonight! absolutely world class 🔥,0.8,Clement Jovic
24092,2023-06-21 21:00:00+00:00,1910,Twitter for iPhone,Future Ballon d'Or winner? Clement Jovic is making a strong case.,NEUTRAL,future ballon d'or winner? clement jovic is making a strong case.,0.5,Clement Jovic
24093,2022-11-23 07:00:00+00:00,1849,Twitter for Android,That goal by Clement Jovic was absolutely sensational! 🚀,NEUTRAL,that goal by clement jovic was absolutely sensational! 🚀,0.5,Clement Jovic
24094,2023-06-04 23:00:00+00:00,3696,Twitter Web App,Clement Jovic just keeps getting better and better every week!,POSITIVE,clement jovic just keeps getting better and better every week!,0.8,Clement Jovic
24095,2023-04-24 03:00:00+00:00,2,Twitter Web App,Clement Piotrowski just keeps getting better and better every week!,NEGATIVE,clement piotrowski just keeps getting better and better every week!,0.2,Clement Piotrowski
24096,2023-08-01 01:00:00+00:00,4805,Twitter Web App,Clement Piotrowski's work rate is unmatched. What a player.,POSITIVE,clement piotrowski's work rate is unmatched. what a player.,0.8,Clement Piotrowski
24097,2023-02-20 03:00:00+00:00,4435,Twitter for iPhone,That goal by Clement Piotrowski was absolutely sensational! 🚀,NEUTRAL,that goal by clement piotrowski was absolutely sensational! 🚀,0.5,Clement Piotrowski
24098,2024-01-13 10:00:00+00:00,2371,Twitter for Android,The stats don't lie - Clement Piotrowski is having an incredible season.,POSITIVE,the stats don't lie - clement piotrowski is having an incredible season.,0.8,Clement Piotrowski
24099,2023-12-05 18:00:00+00:00,2948,Twitter Web App,What a performance by Eder Torres tonight! Absolutely world class 🔥,POSITIVE,what a performance by eder torres tonight! absolutely world class 🔥,0.8,Eder Torres
24100,2022-12-31 03:00:00+00:00,880,Twitter for iPhone,That goal by Eder Torres was absolutely sensational! 🚀,POSITIVE,that goal by eder torres was absolutely sensational! 🚀,0.8,Eder Torres
24101,2023-08-22 15:00:00+00:00,3212,Twitter Web App,That goal by Eder Torres was absolutely sensational! 🚀,NEGATIVE,that goal by eder torres was absolutely sensational! 🚀,0.2,Eder Torres
24102,2023-10-11 23:00:00+00:00,2876,TweetDeck,That goal by Eder Torres was absolutely sensational! 🚀,POSITIVE,that goal by eder torres was absolutely sensational! 🚀,0.8,Eder Torres
24103,2023-08-17 14:00:00+00:00,1242,Twitter for Android,That goal by Kamil Hoffmann was absolutely sensational! 🚀,POSITIVE,that goal by kamil hoffmann was absolutely sensational! 🚀,0.8,Kamil Hoffmann
24104,2023-02-16 09:00:00+00:00,4152,Twitter Web App,Anyone else think Kamil Hoffmann deserves more recognition?,NEUTRAL,anyone else think kamil hoffmann deserves more recognition?,0.5,Kamil Hoffmann
24105,2023-10-15 00:00:00+00:00,1664,Twitter for iPhone,Kamil Hoffmann just keeps getting better and better every week!,NEGATIVE,kamil hoffmann just keeps getting better and better every week!,0.2,Kamil Hoffmann
24106,2023-10-17 12:00:00+00:00,4328,Twitter Web App,Benjamin Kowalski's work rate is unmatched. What a player.,POSITIVE,benjamin kowalski's work rate is unmatched. what a player.,0.8,Benjamin Kowalski
24107,2023-06-11 12:00:00+00:00,4834,Twitter for Android,Anyone else think Benjamin Kowalski deserves more recognition?,POSITIVE,anyone else think benjamin kowalski deserves more recognition?,0.8,Benjamin Kowalski
24108,2023-07-24 04:00:00+00:00,3356,TweetDeck,Anyone else think Benjamin Kowalski deserves more recognition?,POSITIVE,anyone else think benjamin kowalski deserves more recognition?,0.8,Benjamin Kowalski
24109,2024-01-16 14:00:00+00:00,3610,TweetDeck,What a performance by Benjamin Kowalski tonight! Absolutely world class 🔥,NEUTRAL,what a performance by benjamin kowalski tonight! absolutely world class 🔥,0.5,Benjamin Kowalski
24110,2023-06-28 01:00:00+00:00,1680,TweetDeck,That goal by Benjamin Kowalski was absolutely sensational! 🚀,POSITIVE,that goal by benjamin kowalski was absolutely sensational! 🚀,0.8,Benjamin Kowalski
24111,2023-06-28 18:00:00+00:00,1505,TweetDeck,Anyone else think Kristian Lewandowski deserves more recognition?,POSITIVE,anyone else think kristian lewandowski deserves more recognition?,0.8,Kristian Lewandowski
24112,2022-12-14 01:00:00+00:00,3586,Twitter for Android,Can we talk about how good Kristian Lewandowski has been this season?,NEUTRAL,can we talk about how good kristian lewandowski has been this season?,0.5,Kristian Lewandowski
24113,2023-09-02 13:00:00+00:00,1412,Twitter for Android,Can we talk about how good Jonas Costa has been this season?,POSITIVE,can we talk about how good jonas costa has been this season?,0.8,Jonas Costa
24114,2024-03-10 20:00:00+00:00,1375,Twitter Web App,What a performance by Jonas Costa tonight! Absolutely world class 🔥,POSITIVE,what a performance by jonas costa tonight! absolutely world class 🔥,0.8,Jonas Costa
24115,2023-02-07 21:00:00+00:00,1981,Twitter for iPhone,Watching Jonas Costa play is pure joy. Football at its finest.,POSITIVE,watching jonas costa play is pure joy. football at its finest.,0.8,Jonas Costa
24116,2024-02-19 07:00:00+00:00,2066,Twitter Web App,Watching Alessandro Cisse play is pure joy. Football at its finest.,NEUTRAL,watching alessandro cisse play is pure joy. football at its finest.,0.5,Alessandro Cisse
24117,2023-05-25 22:00:00+00:00,225,TweetDeck,Anyone else think Alessandro Cisse deserves more recognition?,POSITIVE,anyone else think alessandro cisse deserves more recognition?,0.8,Alessandro Cisse
24118,2023-10-15 00:00:00+00:00,3267,Twitter Web App,Kai Kowalczyk just keeps getting better and better every week!,NEUTRAL,kai kowalczyk just keeps getting better and better every week!,0.5,Kai Kowalczyk
24119,2023-06-13 17:00:00+00:00,3209,Twitter Web App,Kai Kowalczyk is criminally underrated. Change my mind.,POSITIVE,kai kowalczyk is criminally underrated. change my mind.,0.8,Kai Kowalczyk
24120,2022-12-17 04:00:00+00:00,4143,Twitter Web App,Kai Kowalczyk is criminally underrated. Change my mind.,POSITIVE,kai kowalczyk is criminally underrated. change my mind.,0.8,Kai Kowalczyk
24121,2024-01-02 01:00:00+00:00,270,TweetDeck,Watching Kai Kowalczyk play is pure joy. Football at its finest.,POSITIVE,watching kai kowalczyk play is pure joy. football at its finest.,0.8,Kai Kowalczyk
24122,2024-01-28 17:00:00+00:00,2755,Twitter Web App,Kai Kowalczyk just keeps getting better and better every week!,POSITIVE,kai kowalczyk just keeps getting better and better every week!,0.8,Kai Kowalczyk
24123,2023-04-24 07:00:00+00:00,873,Twitter for iPhone,That goal by Riccardo Torres was absolutely sensational! 🚀,NEUTRAL,that goal by riccardo torres was absolutely sensational! 🚀,0.5,Riccardo Torres
24124,2023-11-27 16:00:00+00:00,80,Twitter Web App,Future Ballon d'Or winner? Riccardo Torres is making a strong case.,NEUTRAL,future ballon d'or winner? riccardo torres is making a strong case.,0.5,Riccardo Torres
24125,2024-03-08 09:00:00+00:00,1172,Twitter for iPhone,Riccardo Torres is criminally underrated. Change my mind.,POSITIVE,riccardo torres is criminally underrated. change my mind.,0.8,Riccardo Torres
24126,2023-06-16 13:00:00+00:00,2479,Twitter for Android,The stats don't lie - Riccardo Torres is having an incredible season.,POSITIVE,the stats don't lie - riccardo torres is having an incredible season.,0.8,Riccardo Torres
24127,2022-11-16 15:00:00+00:00,4564,TweetDeck,The stats don't lie - Riccardo Torres is having an incredible season.,POSITIVE,the stats don't lie - riccardo torres is having an incredible season.,0.8,Riccardo Torres
24128,2023-06-17 17:00:00+00:00,3251,Twitter for iPhone,Alejandro Schmidt's work rate is unmatched. What a player.,NEUTRAL,alejandro schmidt's work rate is unmatched. what a player.,0.5,Alejandro Schmidt
24129,2023-11-05 18:00:00+00:00,1065,Twitter for Android,Alejandro Schmidt is criminally underrated. Change my mind.,POSITIVE,alejandro schmidt is criminally underrated. change my mind.,0.8,Alejandro Schmidt
24130,2022-12-09 15:00:00+00:00,280,Twitter for iPhone,Can we talk about how good Alejandro Schmidt has been this season?,POSITIVE,can we talk about how good alejandro schmidt has been this season?,0.8,Alejandro Schmidt
24131,2024-02-06 10:00:00+00:00,4589,TweetDeck,Future Ballon d'Or winner? Alejandro Schmidt is making a strong case.,NEGATIVE,future ballon d'or winner? alejandro schmidt is making a strong case.,0.2,Alejandro Schmidt
24132,2024-03-02 18:00:00+00:00,4724,Twitter for Android,Anyone else think Alejandro Schmidt deserves more recognition?,NEGATIVE,anyone else think alejandro schmidt deserves more recognition?,0.2,Alejandro Schmidt
24133,2023-12-03 15:00:00+00:00,1306,TweetDeck,That goal by Adrien Larsen was absolutely sensational! 🚀,POSITIVE,that goal by adrien larsen was absolutely sensational! 🚀,0.8,Adrien Larsen
24134,2023-10-25 02:00:00+00:00,2061,Twitter for Android,Watching Adrien Larsen play is pure joy. Football at its finest.,NEUTRAL,watching adrien larsen play is pure joy. football at its finest.,0.5,Adrien Larsen
24135,2023-12-14 13:00:00+00:00,1422,Twitter for iPhone,Adrien Larsen just keeps getting better and better every week!,POSITIVE,adrien larsen just keeps getting better and better every week!,0.8,Adrien Larsen
24136,2023-08-23 12:00:00+00:00,2537,Twitter Web App,That goal by Adrien Larsen was absolutely sensational! 🚀,NEGATIVE,that goal by adrien larsen was absolutely sensational! 🚀,0.2,Adrien Larsen
24137,2023-03-01 06:00:00+00:00,1497,Twitter for iPhone,Can we talk about how good Adrien Larsen has been this season?,POSITIVE,can we talk about how good adrien larsen has been this season?,0.8,Adrien Larsen
24138,2022-12-11 22:00:00+00:00,338,Twitter for Android,What a performance by Ivan Pedersen tonight! Absolutely world class 🔥,POSITIVE,what a performance by ivan pedersen tonight! absolutely world class 🔥,0.8,Ivan Pedersen
24139,2023-04-23 21:00:00+00:00,649,Twitter for Android,Ivan Pedersen's work rate is unmatched. What a player.,POSITIVE,ivan pedersen's work rate is unmatched. what a player.,0.8,Ivan Pedersen
24140,2023-01-21 23:00:00+00:00,29,Twitter for iPhone,What a performance by Ivan Pedersen tonight! Absolutely world class 🔥,POSITIVE,what a performance by ivan pedersen tonight! absolutely world class 🔥,0.8,Ivan Pedersen
24141,2023-05-07 08:00:00+00:00,547,TweetDeck,That goal by Ivan Pedersen was absolutely sensational! 🚀,POSITIVE,that goal by ivan pedersen was absolutely sensational! 🚀,0.8,Ivan Pedersen
24142,2023-01-10 21:00:00+00:00,558,Twitter for iPhone,Clement Martins's work rate is unmatched. What a player.,POSITIVE,clement martins's work rate is unmatched. what a player.,0.8,Clement Martins
24143,2023-01-07 14:00:00+00:00,2617,Twitter for iPhone,Clement Martins just keeps getting better and better every week!,POSITIVE,clement martins just keeps getting better and better every week!,0.8,Clement Martins
24144,2023-05-27 21:00:00+00:00,4678,TweetDeck,Can we talk about how good Clement Martins has been this season?,POSITIVE,can we talk about how good clement martins has been this season?,0.8,Clement Martins
24145,2022-11-27 07:00:00+00:00,3262,Twitter for iPhone,Nicolo Fernandes just keeps getting better and better every week!,POSITIVE,nicolo fernandes just keeps getting better and better every week!,0.8,Nicolo Fernandes
24146,2023-11-28 10:00:00+00:00,2394,Twitter for Android,That goal by Nicolo Fernandes was absolutely sensational! 🚀,POSITIVE,that goal by nicolo fernandes was absolutely sensational! 🚀,0.8,Nicolo Fernandes
24147,2024-03-10 11:00:00+00:00,4158,TweetDeck,Watching Nicolo Fernandes play is pure joy. Football at its finest.,POSITIVE,watching nicolo fernandes play is pure joy. football at its finest.,0.8,Nicolo Fernandes
24148,2023-02-19 12:00:00+00:00,4381,Twitter for iPhone,Watching Arkadiusz Leroy play is pure joy. Football at its finest.,NEUTRAL,watching arkadiusz leroy play is pure joy. football at its finest.,0.5,Arkadiusz Leroy
24149,2022-12-16 08:00:00+00:00,2749,TweetDeck,Anyone else think Arkadiusz Leroy deserves more recognition?,POSITIVE,anyone else think arkadiusz leroy deserves more recognition?,0.8,Arkadiusz Leroy
24150,2023-05-25 15:00:00+00:00,618,Twitter Web App,Mateusz Oliveira is criminally underrated. Change my mind.,POSITIVE,mateusz oliveira is criminally underrated. change my mind.,0.8,Mateusz Oliveira
24151,2023-10-27 03:00:00+00:00,3770,Twitter for iPhone,Mateusz Oliveira's work rate is unmatched. What a player.,POSITIVE,mateusz oliveira's work rate is unmatched. what a player.,0.8,Mateusz Oliveira
24152,2023-11-05 03:00:00+00:00,4632,TweetDeck,Can we talk about how good Mateusz Oliveira has been this season?,POSITIVE,can we talk about how good mateusz oliveira has been this season?,0.8,Mateusz Oliveira
24153,2024-01-08 15:00:00+00:00,1083,Twitter for iPhone,That goal by Mateusz Oliveira was absolutely sensational! 🚀,NEUTRAL,that goal by mateusz oliveira was absolutely sensational! 🚀,0.5,Mateusz Oliveira
24154,2022-12-08 18:00:00+00:00,1070,Twitter for iPhone,Future Ballon d'Or winner? Mateusz Oliveira is making a strong case.,POSITIVE,future ballon d'or winner? mateusz oliveira is making a strong case.,0.8,Mateusz Oliveira
24155,2023-11-06 23:00:00+00:00,2890,Twitter for Android,Theo Keita's work rate is unmatched. What a player.,POSITIVE,theo keita's work rate is unmatched. what a player.,0.8,Theo Keita
24156,2024-03-11 18:00:00+00:00,3686,Twitter for iPhone,Watching Nayef Toure play is pure joy. Football at its finest.,NEUTRAL,watching nayef toure play is pure joy. football at its finest.,0.5,Nayef Toure
24157,2024-01-10 06:00:00+00:00,3904,Twitter Web App,Nayef Toure just keeps getting better and better every week!,POSITIVE,nayef toure just keeps getting better and better every week!,0.8,Nayef Toure
24158,2022-12-23 10:00:00+00:00,4387,Twitter Web App,Richarlison Rossi is criminally underrated. Change my mind.,POSITIVE,richarlison rossi is criminally underrated. change my mind.,0.8,Richarlison Rossi
24159,2022-12-10 13:00:00+00:00,1728,TweetDeck,The stats don't lie - Richarlison Rossi is having an incredible season.,NEUTRAL,the stats don't lie - richarlison rossi is having an incredible season.,0.5,Richarlison Rossi
24160,2023-01-24 00:00:00+00:00,3822,Twitter Web App,Can we talk about how good Richarlison Rossi has been this season?,POSITIVE,can we talk about how good richarlison rossi has been this season?,0.8,Richarlison Rossi
24161,2024-01-14 03:00:00+00:00,2537,Twitter for Android,That goal by Richarlison Rossi was absolutely sensational! 🚀,POSITIVE,that goal by richarlison rossi was absolutely sensational! 🚀,0.8,Richarlison Rossi
